,feature1,feature2,correlation,p_value
0,lncRNA_7281,Cluster_1951,-0.01757609033925637,0.9142778971322125
1,lncRNA_7281,Cluster_14165,-0.19223346873995903,0.23469121366385412
2,lncRNA_7281,Cluster_2500,-0.05936960501050986,0.7159319707476425
3,lncRNA_7281,Cluster_4034,-0.023734890178206236,0.8844164562155183
4,lncRNA_7281,Cluster_9786,0.05196079200064248,0.7501638813141986
5,lncRNA_7281,Cluster_9366,-0.06783446576451693,0.6774845166582243
6,lncRNA_7281,Cluster_4026,-0.09371091740216028,0.5651870856537895
7,lncRNA_7281,Cluster_1819,-0.09953139255543204,0.5411658173659349
8,lncRNA_7281,Cluster_1833,-0.14803521813648543,0.36197672824830646
9,lncRNA_7281,Cluster_1865,-0.12611981628131635,0.43806654940380724
10,lncRNA_7281,Cluster_14605,-0.0379296675813556,0.8162545757295021
11,lncRNA_7281,Cluster_14146,-0.09588732297111725,0.5561476359674682
12,lncRNA_7281,Cluster_2746,0.04340308584787634,0.7902962556341413
13,lncRNA_7281,Cluster_9532,-0.21147192022134698,0.19022052404121204
14,lncRNA_7281,Cluster_9380,-0.05130425861092978,0.753221360028756
15,lncRNA_7281,Cluster_14633,0.13002700603082346,0.4238907933118361
16,lncRNA_7281,Cluster_17245,0.12390324459644263,0.44622340434378394
17,lncRNA_7281,Cluster_5603,-0.08759538215457972,0.5909434087029061
18,lncRNA_7281,Cluster_3227,-0.030259259516920274,0.8529544211735703
19,lncRNA_7281,Cluster_1832,-0.14370518987521563,0.37634252924960926
20,lncRNA_7281,Cluster_3301,0.058343368378914545,0.7206427752388374
21,lncRNA_7281,Cluster_17192,-0.05417045274605592,0.7399013748147171
22,lncRNA_7281,Cluster_13327,-0.05290365353249156,0.7457795643238757
23,lncRNA_7281,Cluster_3109,-0.0942970934301258,0.5627458129229074
24,lncRNA_7281,Cluster_1950,-0.07090156518942269,0.6637443922332877
25,lncRNA_7281,Cluster_17173,0.041742573953367924,0.7981492267814613
26,lncRNA_7281,Cluster_5517,-0.08517338491958214,0.6012851168833735
27,lncRNA_7281,Cluster_5685,0.028058438263025245,0.8635446976122703
28,lncRNA_7281,Cluster_17623,-0.11702563982899665,0.47205333502867913
29,lncRNA_7281,Cluster_14692,-0.054791935148414544,0.7370228778375171
30,lncRNA_7281,Cluster_4754,0.04931140232110043,0.7625246999461538
