,feature1,feature2,correlation,p_value
0,FUN_016236,CpG_ptg000009l_7035570,0.20615804865403572,0.2018585309842751
1,FUN_016236,CpG_ptg000008l_25384624,-0.24396631134310842,0.12924684818503268
2,FUN_016236,CpG_ptg000016l_5715686,0.01841038035382292,0.910225049524818
3,FUN_016236,CpG_ptg000011l_5627243,0.3128948084210148,0.04931676787791828
4,FUN_016236,CpG_ptg000023l_17397315,0.2987658400820043,0.06111421450479991
5,FUN_016236,CpG_ptg000024l_8612241,0.17124012594745472,0.2907382155388296
6,FUN_016236,CpG_ptg000007l_10145025,-0.13670583440027553,0.4002659317822756
7,FUN_016236,CpG_ptg000016l_3294380,0.0002924189421715247,0.9985711709623825
8,FUN_016236,CpG_ptg000004l_4756886,-0.1337197383746191,0.41073322033222465
9,FUN_016236,CpG_ptg000022l_5440529,0.15255823770585783,0.34732834527103795
10,FUN_016236,CpG_ptg000011l_967757,0.11503541347250963,0.47967265490926886
11,FUN_016236,CpG_ntLink_8_34790315,0.006548519337608445,0.9680105797205617
12,FUN_016236,CpG_ptg000007l_10144998,-0.08378236704004886,0.6072598493901517
13,FUN_016236,CpG_ntLink_8_16166717,0.11750275420044902,0.47023632790274894
14,FUN_016236,CpG_ptg000004l_4759974,-0.3768253586010997,0.016539983778933832
15,FUN_016236,CpG_ptg000011l_8393022,-0.24062895959275338,0.13473496099120416
16,FUN_016236,CpG_ptg000009l_18122328,-0.041612589692904906,0.7987647934912908
17,FUN_016236,CpG_ptg000025l_13839170,0.10200352345284262,0.5311136299010875
18,FUN_016236,CpG_ptg000011l_8393957,-0.11080362580411843,0.4960851389449676
19,FUN_016236,CpG_ptg000033l_1262376,0.14183448717511335,0.38265197060153006
20,FUN_016236,CpG_ptg000027l_13568456,-0.006006448342999822,0.9706573905698828
21,FUN_016236,CpG_ptg000031l_13053283,0.011712061116544431,0.9428191005528351
22,FUN_016236,CpG_ptg000011l_8393002,0.08254657743650519,0.6125890724118775
23,FUN_016236,CpG_ptg000007l_6510243,0.05339285763815048,0.7435078596312751
24,FUN_016236,CpG_ntLink_6_13135348,0.2073773274294616,0.19914514370728875
25,FUN_016236,CpG_ptg000012l_8047014,0.5874676175760581,6.739451221054255e-05
26,FUN_016236,CpG_ptg000011l_8393613,-0.12511633433646738,0.44174906320265633
27,FUN_016236,CpG_ptg000012l_8971785,-0.0965092725155772,0.5535769384474382
28,FUN_016236,CpG_ptg000007l_10144971,-0.22490946325031722,0.16292626857772394
29,FUN_016236,CpG_ptg000047l_4021443,0.03055452082817043,0.8515355256366354
30,FUN_016236,CpG_ptg000004l_4757512,-0.05082078892708158,0.7554752608068082
